Año,Mesa,Comunidad,Provincia,Municipio,Religiosidad,Edad Media,Escolarizacion,Esperanza de Vida,Habitantes Municipio,Acceso a Internet,PIB per capita de Provincia,Criminalidad,Inmigracion,% de mujeres,Tasa de Pobreza,Tasa Desempleo,Gobierno Actual de Comunidad,Gobierno Actual de España,Tasa de Participacion,Votos Derecha,Votos Izquierda,Votos Centro Izquierda,Votos Centro Derecha,Votos Regionalista Izquierda,Votos Regionalista Derecha,Candidatura Ganadora
1996,B,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,006,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,015,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,020,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,024,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,029,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,029,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,030,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,035,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,016,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,019,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,022,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,031,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,038,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,043,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,064,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,069,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,005,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,006,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,006,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,029,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,031,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,035,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,017,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,024,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,029,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,029,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,032,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,006,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,011,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,011,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,033,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,034,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,037,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,037,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,052,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,006,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,006,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,032,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,032,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,035,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,051,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,054,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,058,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,006,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,026,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,028,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,035,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,059,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,011,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,012,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,029,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,031,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,036,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,045,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,002,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,006,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,014,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,035,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,038,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,045,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,045,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,048,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,001,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,003,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,016,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,029,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,030,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,035,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,059,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,037,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,037,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,044,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,049,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,052,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,057,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,062,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,063,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,070,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,074,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,085,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,095,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,099,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,069,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,070,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,078,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,092,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,098,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,099,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,103,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,005,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,006,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,006,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,049,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,052,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,069,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,071,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,086,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,092,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,099,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,102,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,102,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,903,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,903,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,999,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,035,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,075,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,083,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,086,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,090,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,091,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,099,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,099,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,101,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,102,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,013,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,016,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,017,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,032,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,035,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,038,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,059,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,070,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,073,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,075,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,077,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,052,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,055,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,056,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,064,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,083,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,100,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,100,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,069,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,092,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,093,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,098,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,099,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,102,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,062,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,072,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,083,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,094,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,097,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,099,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,102,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,102,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,903,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,050,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,053,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,061,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,062,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,064,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,064,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,070,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,081,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,088,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,100,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,049,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,062,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,063,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,066,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,067,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,075,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,076,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,076,,,,,,,,,,,,,,,,,,,,,,
1996,C,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,079,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,086,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,088,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,100,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,080,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,04,102,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,04,903,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,005,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,006,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,006,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,006,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,008,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,012,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,012,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,012,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,102,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,04,902,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,002,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,004,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,005,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,006,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,006,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,007,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,008,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,010,,,,,,,,,,,,,,,,,,,,,,
1996,A,01,11,010,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,012,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,012,,,,,,,,,,,,,,,,,,,,,,
1996,B,01,11,007,,,,,,,,,,,,,,,,,,,,,,
1996,U,01,11,009,,,,,,,,,,,,,,,,,,,,,,
